"GEO_ID","NAME","C16001_001E","C16001_001M","C16001_002E","C16001_002M","C16001_003E","C16001_003M","C16001_004E","C16001_004M","C16001_005E","C16001_005M","C16001_006E","C16001_006M","C16001_007E","C16001_007M","C16001_008E","C16001_008M","C16001_009E","C16001_009M","C16001_010E","C16001_010M","C16001_011E","C16001_011M","C16001_012E","C16001_012M","C16001_013E","C16001_013M","C16001_014E","C16001_014M","C16001_015E","C16001_015M","C16001_016E","C16001_016M","C16001_017E","C16001_017M","C16001_018E","C16001_018M","C16001_019E","C16001_019M","C16001_020E","C16001_020M","C16001_021E","C16001_021M","C16001_022E","C16001_022M","C16001_023E","C16001_023M","C16001_024E","C16001_024M","C16001_025E","C16001_025M","C16001_026E","C16001_026M","C16001_027E","C16001_027M","C16001_028E","C16001_028M","C16001_029E","C16001_029M","C16001_030E","C16001_030M","C16001_031E","C16001_031M","C16001_032E","C16001_032M","C16001_033E","C16001_033M","C16001_034E","C16001_034M","C16001_035E","C16001_035M","C16001_036E","C16001_036M","C16001_037E","C16001_037M","C16001_038E","C16001_038M"
"0500000US20173","Sedgwick County, Kansas","474864","402","408366","4617","43736","4389","28614","3197","15122","2684","1370","718","976","614","394","291","979","558","888","535","91","100","301","232","301","232","0","174","2347","906","1446","690","901","544","1111","736","558","448","553","418","1776","997","1443","864","333","329","8398","1807","3169","1222","5229","1196","351","355","322","343","29","49","2973","1400","1599","942","1374","751","1830","1095","1184","869","646","528","1326","804","942","584","384","562"
"0500000US20177","Shawnee County, Kansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US20209","Wyandotte County, Kansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21015","Boone County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21029","Bullitt County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21037","Campbell County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21047","Christian County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21059","Daviess County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21067","Fayette County, Kentucky","298634","8","259238","3829","19458","2748","10525","1970","8933","1530","1400","929","1024","733","376","392","336","299","336","299","0","190","989","756","832","658","157","155","5019","1614","2692","1016","2327","1056","1294","666","792","496","502","319","1929","813","944","506","985","598","635","621","326","329","309","478","428","411","428","411","0","190","2685","1057","1233","556","1452","910","3486","2017","2328","1545","1158","756","1737","1230","642","465","1095","956"
"0500000US21093","Hardin County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21111","Jefferson County, Kentucky","716611","230","652183","5096","25958","2747","14058","2569","11900","1523","2108","754","1553","602","555","384","2180","744","1758","662","422","280","2775","948","2027","744","748","408","10176","2898","4641","1669","5535","2159","971","525","516","407","455","334","1139","489","763","432","376","253","2929","1097","891","540","2038","679","534","508","281","236","253","320","5091","1264","3731","996","1360","703","2771","1301","1393","772","1378","805","7796","3302","3257","1632","4539","2391"
"0500000US01003","Baldwin County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01015","Calhoun County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01043","Cullman County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01049","DeKalb County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01051","Elmore County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01055","Etowah County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01069","Houston County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01073","Jefferson County, Alabama","616690","4","579076","2848","22878","1987","11696","1877","11182","1704","486","291","347","242","139","161","946","434","946","434","0","195","964","709","798","601","166","177","3977","1202","3126","1030","851","476","319","321","88","108","231","269","1423","868","629","774","794","456","1026","759","736","643","290","360","210","181","141","124","69","117","1386","955","1001","743","385","379","3152","1430","2470","1271","682","508","847","555","428","431","419","425"
"0500000US01077","Lauderdale County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01081","Lee County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01083","Limestone County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01089","Madison County, Alabama","336846","194","313493","2927","12160","1640","6464","1635","5696","1296","573","456","494","367","79","141","554","372","532","370","22","36","421","380","421","380","0","195","1991","983","1570","812","421","355","525","686","310","346","215","370","1190","951","682","645","508","488","1510","1653","1139","1303","371","405","1032","763","977","764","55","80","1929","1344","1209","920","720","605","20","33","20","33","0","195","1448","901","883","587","565","555"
"0500000US01095","Marshall County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01097","Mobile County, Alabama","387940","460","368588","2772","7961","1319","5314","1418","2647","1134","585","400","451","318","134","170","490","311","317","239","173","205","448","530","317","351","131","185","1709","1130","1126","830","583","427","469","627","0","195","469","627","1417","1022","457","430","960","680","604","1067","239","456","365","621","1076","734","847","646","229","268","1686","882","615","441","1071","738","2626","2148","1601","1907","1025","814","281","254","182","195","99","125"
"0500000US01101","Montgomery County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01103","Morgan County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01115","St. Clair County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01117","Shelby County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01121","Talladega County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01125","Tuscaloosa County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01127","Walker County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US02020","Anchorage Municipality, Alaska","276531","*****","229288","4080","12530","2385","8745","1890","3785","1879","1529","776","1264","618","265","396","2124","1104","2124","1104","0","155","3047","1205","2434","1163","613","366","1130","555","1027","524","103","146","2443","1120","801","455","1642","787","1491","1086","769","640","722","732","69","120","69","120","0","155","9925","2748","5029","1671","4896","1672","8572","2578","6190","2135","2382","1328","11","24","0","155","11","24","4372","1574","3335","1422","1037","915"
"0500000US02090","Fairbanks North Star Borough, Alaska","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US02170","Matanuska-Susitna Borough, Alaska","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US04001","Apache County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US04003","Cochise County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US04005","Coconino County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US04013","Maricopa County, Arizona","3961236","*****","2896909","20415","808412","15645","528695","12950","279717","8688","11061","2352","8362","1853","2699","1110","12828","2289","11782","2022","1046","524","17901","2751","13749","2319","4152","1019","48255","5531","35280","4879","12975","2312","6412","2169","3160","1325","3252","1147","25847","3117","12518","2654","13329","2159","18703","3675","8215","2250","10488","2618","18812","2916","13344","2299","5468","1470","31765","4494","24603","3541","7162","2041","25913","6006","15535","4775","10378","2674","38418","6237","28736","4885","9682","2504"
"0500000US04015","Mohave County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US04017","Navajo County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US04019","Pima County, Arizona","957177","4","684191","7569","221014","6801","155037","6357","65977","4610","2663","852","2011","808","652","376","4686","1415","4101","1219","585","629","3352","1149","2315","816","1037","649","7151","2002","5776","1812","1375","534","1949","1057","1447","871","502","292","5688","1257","2519","1022","3169","938","3244","1535","1632","934","1612","762","4157","1721","3137","1101","1020","963","3208","801","1878","560","1330","600","4505","1898","2208","1060","2297","1415","11369","2696","8926","2280","2443","1112"
"0500000US04021","Pinal County, Arizona","394094","196","312856","5327","67992","4570","43524","4117","24468","3741","1312","697","1147","527","165","259","1778","824","1778","824","0","204","241","212","84","95","157","189","1221","538","1221","538","0","204","225","296","0","204","225","296","1125","618","848","598","277","338","1185","797","98","161","1087","725","1739","850","1349","761","390","301","909","544","427","251","482","425","523","620","523","620","0","204","2988","1207","2419","1033","569","400"
"0500000US04025","Yavapai County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US04027","Yuma County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05007","Benton County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05031","Craighead County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05045","Faulkner County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05051","Garland County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05069","Jefferson County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05085","Lonoke County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05119","Pulaski County, Arkansas","367152","285","337389","3215","17406","1798","9464","2182","7942","2197","439","307","386","257","53","90","690","378","622","357","68","116","336","247","336","247","0","197","2732","1429","2556","1371","176","230","776","1065","450","633","326","454","2092","1342","983","761","1109","725","484","437","0","197","484","437","996","629","857","604","139","232","723","669","396","389","327","337","2947","2281","1923","1896","1024","903","142","201","30","49","112","191"
"0500000US05125","Saline County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05131","Sebastian County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05143","Washington County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05145","White County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06001","Alameda County, California","1549912","*****","835877","12353","262313","7887","152558","6950","109755","6061","8832","2171","7430","1705","1402","712","5842","1112","4901","1009","941","596","9530","2678","6329","1705","3201","1502","102492","8456","77896","6671","24596","3730","17168","3591","8499","1872","8669","2227","139422","7558","61627","4477","77795","5560","29218","4502","11740","2365","17478","3429","55936","5486","39693","4870","16243","3057","55605","5098","38528","4067","17077","2560","13428","4447","8870","3418","4558","2069","14249","3833","7663","2409","6586","2453"
"0500000US06007","Butte County, California","215376","403","180729","2513","20742","2292","12423","1681","8319","1616","941","640","849","601","92","111","161","136","161","136","0","206","749","558","373","300","376","412","1600","838","1251","740","349","341","1170","1360","243","399","927","1293","713","475","524","429","189","148","235","247","120","192","115","89","644","595","189","193","455","470","6880","1548","2803","1464","4077","1249","698","597","513","405","185","232","114","135","110","135","4","7"
"0500000US06013","Contra Costa County, California","1069103","550","688402","9924","196971","6520","113021","6559","83950","4925","4337","1480","3518","1067","819","772","4651","1432","3372","1044","1279","698","8483","2373","5639","1777","2844","1001","51802","6381","36662","5258","15140","2684","5811","1735","3070","1106","2741","980","31902","3817","16205","2521","15697","2511","7645","2563","3287","1467","4358","1536","32104","4056","20887","2785","11217","2121","24168","3647","16769","2805","7399","1874","6308","2686","4455","2239","1853","1246","6519","2032","4911","1701","1608","874"
"0500000US06017","El Dorado County, California","177102","285","152684","3762","11515","3043","8672","2402","2843","1029","816","598","566","489","250","231","432","360","231","229","201","263","1171","883","690","487","481","707","3670","2064","2696","1784","974","680","574","460","320","344","254","270","1099","503","772","402","327","262","220","209","99","119","121","151","665","519","562","474","103","126","3497","1849","1784","893","1713","1237","759","650","684","580","75","125","0","206","0","206","0","206"
"0500000US06019","Fresno County, California","900988","141","492536","10562","312984","9894","180047","7752","132937","8135","1823","758","1442","550","381","487","1639","776","1495","769","144","154","1541","736","676","436","865","464","25799","4771","14391","2851","11408","3024","2015","1361","1190","760","825","713","3775","1486","1961","933","1814","1069","1864","912","860","497","1004","604","3980","1437","2776","1136","1204","677","45914","4694","26299","3517","19615","4047","5225","2483","3410","1941","1815","872","1893","970","1210","741","683","633"
"0500000US06023","Humboldt County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06025","Imperial County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06029","Kern County, California","813858","281","448493","9573","321131","8606","185456","8722","135675","7927","886","516","470","362","416","356","907","699","907","699","0","206","233","214","123","146","110","130","12332","2904","6284","1652","6048","1627","2381","1397","1151","968","1230","722","3826","2277","2078","1323","1748","1148","1410","817","642","343","768","551","8201","2557","4271","1347","3930","1790","4867","2008","2846","1333","2021","1313","7584","4235","5375","3224","2209","1621","1607","968","1216","870","391","408"
"0500000US06031","Kings County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06033","Lake County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06037","Los Angeles County, California","9509610","*****","4089754","31153","3742799","23622","2174071","21776","1568728","20261","43356","4323","38083","4268","5273","1534","29221","2858","26054","2567","3167","837","72081","6155","41593","4284","30488","3600","379204","16070","230666","10638","148538","8778","176056","9961","71470","5429","104586","6749","389675","11947","149176","6449","240499","10072","91658","8365","35510","3305","56148","6754","227541","12591","151519","8997","76022","6680","165578","9889","84235","6621","81343","5682","44657","5491","27375","3588","17282","3110","58030","6204","43130","4926","14900","2806"
"0500000US06039","Madera County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06041","Marin County, California","247897","959","191287","2898","31939","2268","15789","2396","16150","2023","3085","1072","2579","944","506","391","2746","838","2443","687","303","248","2080","773","1493","571","587","404","6268","1737","4915","1476","1353","578","428","414","318","333","110","138","3519","1019","1084","670","2435","907","748","483","187","157","561","457","1375","625","1148","520","227","238","1836","793","1345","553","491","568","601","573","535","562","66","109","1985","1079","1139","768","846","664"
"0500000US06045","Mendocino County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06047","Merced County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06053","Monterey County, California","402573","384","182862","5895","193409","5217","84814","4873","108595","6302","1294","524","859","415","435","308","1104","445","640","389","464","285","1360","545","908","418","452","333","5191","1453","3514","1074","1677","832","2174","1113","1066","657","1108","609","2407","945","1146","711","1261","523","729","525","427","301","302","314","5595","1472","3667","1199","1928","807","4689","1536","3183","1232","1506","608","797","440","370","229","427","377","962","620","416","362","546","513"
"0500000US06055","Napa County, California","134800","172","88765","3072","35272","2561","17243","2384","18029","2665","558","346","537","338","21","36","1515","614","1269","581","246","190","90","152","23","38","67","115","2138","948","1535","792","603","346","458","278","384","268","74","69","126","135","79","98","47","83","87","112","87","112","0","206","4422","749","2476","663","1946","793","836","478","476","284","360","303","483","553","270","319","213","347","50","87","50","87","0","206"
